pair_id,day,baseline_position_mm,vibration_magnitude_mm,pre_vibration_position_mm,post_vibration_position_mm,residual_offset_mm,returned_to_baseline,days_unreturned_streak,discrepancy_mm,signal_intensity_pct,status_reference
WallPair03,88,0.0,1.6058,24.9991,26.0043,26.0043,False,46,26.0043,0.0,CRITICAL
WallPair03,89,0.0,1.056,26.1094,26.7637,26.7637,False,47,26.7637,0.0,CRITICAL
WallPair03,90,0.0,0.1822,26.6594,26.8515,26.8515,False,48,26.8515,0.0,CRITICAL
WallPair04,1,0.0,1.3714,0.0497,-0.0034,-0.0034,True,0,0.0034,99.79,NORMAL
WallPair04,2,0.0,2.1383,0.0933,0.1736,0.1736,True,0,0.1736,97.65,NORMAL
WallPair04,3,0.0,0.9266,0.0671,0.0077,0.0077,True,0,0.0077,99.16,NORMAL
WallPair04,4,0.0,0.9662,-0.0785,0.0383,0.0383,True,0,0.0383,98.05,NORMAL
WallPair04,5,0.0,1.2485,-0.0498,0.0285,0.0285,True,0,0.0285,98.37,NORMAL
WallPair04,6,0.0,2.7779,-0.0391,-0.0558,-0.0558,True,0,0.0558,98.03,NORMAL
WallPair04,7,0.0,0.9174,0.0038,-0.0606,-0.0606,True,0,0.0606,98.32,NORMAL
WallPair04,8,0.0,0.8035,-0.1534,-0.1222,-0.1222,True,0,0.1222,98.54,NORMAL
WallPair04,9,0.0,2.1417,-0.0615,-0.0137,-0.0137,True,0,0.0137,99.85,NORMAL
WallPair04,10,0.0,1.7827,-0.0553,-0.2095,-0.2095,True,0,0.2095,98.83,NORMAL
WallPair04,11,0.0,1.2118,-0.1686,-0.0183,-0.0183,True,0,0.0183,99.79,NORMAL
WallPair04,12,0.0,0.6678,0.0139,0.0062,0.0062,True,0,0.0062,99.3,NORMAL
WallPair04,13,0.0,0.7043,0.1004,0.0196,0.0196,True,0,0.0196,98.33,NORMAL
WallPair04,14,0.0,2.0113,0.018,-0.0761,-0.0761,True,0,0.0761,98.26,NORMAL
WallPair04,15,0.0,2.2962,0.0668,-0.1338,-0.1338,True,0,0.1338,98.27,NORMAL
WallPair04,16,0.0,1.3536,-0.2228,0.0285,0.0285,True,0,0.0285,98.11,NORMAL
WallPair04,17,0.0,2.5619,0.0862,-0.0744,-0.0744,True,0,0.0744,99.55,NORMAL
WallPair04,18,0.0,0.5879,-0.146,-0.0697,-0.0697,True,0,0.0697,99.37,NORMAL
WallPair04,19,0.0,2.2092,0.0271,0.2043,0.2043,True,0,0.2043,97.19,NORMAL
WallPair04,20,0.0,1.8879,0.2187,-0.244,-0.244,True,0,0.244,98.94,NORMAL
WallPair04,21,0.0,0.5514,-0.0444,-0.148,-0.148,True,0,0.148,98.77,NORMAL
WallPair04,22,0.0,0.3849,-0.2038,-0.0397,-0.0397,True,0,0.0397,99.73,NORMAL
WallPair04,23,0.0,2.2973,0.0434,0.0084,0.0084,True,0,0.0084,98.06,NORMAL
WallPair04,24,0.0,1.5532,0.1034,0.0565,0.0565,True,0,0.0565,99.0,NORMAL
WallPair04,25,0.0,3.0222,-0.0541,0.1135,0.1135,True,0,0.1135,99.36,NORMAL
WallPair04,26,0.0,1.8269,0.0814,0.6631,0.6631,False,1,0.6631,96.98,NORMAL
WallPair04,27,0.0,0.5133,0.5635,0.7142,0.7142,False,2,0.7142,96.56,NORMAL
WallPair04,28,0.0,1.2698,0.7698,1.1806,1.1806,False,3,1.1806,94.93,WATCH
WallPair04,29,0.0,1.5028,1.2415,1.7332,1.7332,False,4,1.7332,92.72,WATCH
WallPair04,30,0.0,1.2706,1.7775,2.1969,2.1969,False,5,2.1969,89.99,WATCH
WallPair04,31,0.0,0.7461,2.2323,2.5373,2.5373,False,6,2.5373,88.72,WATCH
WallPair04,32,0.0,1.1842,2.5442,2.9196,2.9196,False,7,2.9196,87.39,WATCH
WallPair04,33,0.0,1.5337,2.9453,3.6876,3.6876,False,8,3.6876,83.66,WARNING
WallPair04,34,0.0,1.7314,3.5852,4.4354,4.4354,False,9,4.4354,80.74,WARNING
WallPair04,35,0.0,0.8713,4.383,4.8548,4.8548,False,10,4.8548,79.6,WARNING
WallPair04,36,0.0,2.2472,4.792,5.9205,5.9205,False,11,5.9205,75.66,WARNING
WallPair04,37,0.0,0.0453,5.899,5.9384,5.9384,False,12,5.9384,75.72,WARNING
WallPair04,38,0.0,1.6757,5.8275,6.9122,6.9122,False,13,6.9122,71.45,WARNING
WallPair04,39,0.0,1.1636,6.8458,7.4977,7.4977,False,14,7.4977,68.73,WARNING
WallPair04,40,0.0,2.1325,7.4996,8.6627,8.6627,False,15,8.6627,63.45,CRITICAL
WallPair04,41,0.0,2.861,8.7801,10.6149,10.6149,False,16,10.6149,56.41,CRITICAL
WallPair04,42,0.0,0.7099,10.5138,11.0422,11.0422,False,17,11.0422,54.24,CRITICAL
WallPair04,43,0.0,1.9607,11.0352,12.2851,12.2851,False,18,12.2851,50.38,CRITICAL
WallPair04,44,0.0,1.6013,12.2299,13.3071,13.3071,False,19,13.3071,46.24,CRITICAL
WallPair04,45,0.0,0.6266,13.3311,13.7378,13.7378,False,20,13.7378,43.25,CRITICAL
WallPair04,46,0.0,0.2325,13.853,14.0075,14.0075,False,21,14.0075,42.56,CRITICAL
WallPair04,47,0.0,1.0904,13.8448,14.6367,14.6367,False,22,14.6367,40.99,CRITICAL
WallPair04,48,0.0,0.5167,14.5912,15.1042,15.1042,False,23,15.1042,37.67,CRITICAL
WallPair04,49,0.0,0.8607,15.0787,15.8055,15.8055,False,24,15.8055,35.84,CRITICAL
WallPair04,50,0.0,1.3388,15.8422,16.7666,16.7666,False,25,16.7666,32.11,CRITICAL
WallPair04,51,0.0,0.2053,16.876,17.0157,17.0157,False,26,17.0157,30.47,CRITICAL
WallPair04,52,0.0,0.3653,17.032,17.3898,17.3898,False,27,17.3898,30.28,CRITICAL
WallPair04,53,0.0,0.3968,17.35,17.6527,17.6527,False,28,17.6527,27.82,CRITICAL
WallPair04,54,0.0,0.7883,17.5907,18.2676,18.2676,False,29,18.2676,25.52,CRITICAL
WallPair04,55,0.0,3.4262,18.4488,21.4637,21.4637,False,30,21.4637,12.9,CRITICAL
WallPair04,56,0.0,1.6378,21.4948,22.972,22.972,False,31,22.972,7.38,CRITICAL
WallPair04,57,0.0,1.766,23.0771,24.7563,24.7563,False,32,24.7563,0.03,CRITICAL
WallPair04,58,0.0,1.2305,24.6727,25.7735,25.7735,False,33,25.7735,0.0,CRITICAL
WallPair04,59,0.0,2.2081,25.9159,28.0183,28.0183,False,34,28.0183,0.0,CRITICAL
WallPair04,60,0.0,1.5656,27.9816,29.6275,29.6275,False,35,29.6275,0.0,CRITICAL
WallPair04,61,0.0,0.5537,29.6102,30.2161,30.2161,False,36,30.2161,0.0,CRITICAL
WallPair04,62,0.0,0.0605,30.2192,30.2725,30.2725,False,37,30.2725,0.0,CRITICAL
WallPair04,63,0.0,2.0518,30.3791,32.6257,32.6257,False,38,32.6257,0.0,CRITICAL
WallPair04,64,0.0,1.8109,32.5635,34.5916,34.5916,False,39,34.5916,0.0,CRITICAL
WallPair04,65,0.0,2.2162,34.5835,37.029,37.029,False,40,37.029,0.0,CRITICAL
WallPair04,66,0.0,2.401,37.0284,39.7737,39.7737,False,41,39.7737,0.0,CRITICAL
WallPair04,67,0.0,3.7437,39.7799,44.199,44.199,False,42,44.199,0.0,CRITICAL
WallPair04,68,0.0,1.3651,44.1297,45.8389,45.8389,False,43,45.8389,0.0,CRITICAL
WallPair04,69,0.0,2.5843,45.8533,48.9459,48.9459,False,44,48.9459,0.0,CRITICAL
WallPair04,70,0.0,2.1976,48.9561,51.6945,51.6945,False,45,51.6945,0.0,CRITICAL
WallPair04,71,0.0,2.7694,51.6872,55.1499,55.1499,False,46,55.1499,0.0,CRITICAL
WallPair04,72,0.0,0.6182,55.1855,55.9664,55.9664,False,47,55.9664,0.0,CRITICAL
WallPair04,73,0.0,0.1572,56.0295,56.1336,56.1336,False,48,56.1336,0.0,CRITICAL
WallPair04,74,0.0,1.9058,56.1309,58.6758,58.6758,False,49,58.6758,0.0,CRITICAL
WallPair04,75,0.0,1.9546,58.6717,61.2895,61.2895,False,50,61.2895,0.0,CRITICAL
WallPair04,76,0.0,0.4583,61.3522,61.9435,61.9435,False,51,61.9435,0.0,CRITICAL
WallPair04,77,0.0,2.5994,61.9697,65.5579,65.5579,False,52,65.5579,0.0,CRITICAL
WallPair04,78,0.0,1.3758,65.5471,67.3802,67.3802,False,53,67.3802,0.0,CRITICAL
WallPair04,79,0.0,0.9098,67.3478,68.7688,68.7688,False,54,68.7688,0.0,CRITICAL
WallPair04,80,0.0,0.5639,68.8436,69.5644,69.5644,False,55,69.5644,0.0,CRITICAL
WallPair04,81,0.0,2.3134,69.6206,72.9653,72.9653,False,56,72.9653,0.0,CRITICAL
WallPair04,82,0.0,0.6336,73.1499,73.9686,73.9686,False,57,73.9686,0.0,CRITICAL
WallPair04,83,0.0,1.9837,73.898,76.9686,76.9686,False,58,76.9686,0.0,CRITICAL
WallPair04,84,0.0,0.3944,76.9577,77.6616,77.6616,False,59,77.6616,0.0,CRITICAL
WallPair04,85,0.0,0.4024,77.6697,78.1737,78.1737,False,60,78.1737,0.0,CRITICAL
WallPair04,86,0.0,1.7735,78.1914,81.0935,81.0935,False,61,81.0935,0.0,CRITICAL
WallPair04,87,0.0,1.6556,81.0602,83.6964,83.6964,False,62,83.6964,0.0,CRITICAL
WallPair04,88,0.0,1.2579,83.6426,85.772,85.772,False,63,85.772,0.0,CRITICAL
WallPair04,89,0.0,1.0075,85.7236,87.4091,87.4091,False,64,87.4091,0.0,CRITICAL
WallPair04,90,0.0,1.1501,87.4457,89.3453,89.3453,False,65,89.3453,0.0,CRITICAL
